Date,sma10,wma10,ema10,mom,stck%,stcd%,RSI_10,macd,r,ad,cci,roc,obv,dis,lband,hband,t_n,t_n1,t_n2
2011-03-29,9283.4830078125,9408.68545809659,9522.53314276427,853.9296875,88.12436317995609,49.46102048366809,41.80477916028397,-277.0020688660658,-11.875636820043916,-13861945463.531157,-66.66666666665179,-1.6777747528214821,3708000000.0,0.00018914998838768482,8685.588814138939,9881.37720148606,9459.080078125,9708.7900390625,9755.099609375
2011-03-30,9393.84697265625,9486.014009232955,9556.398033000312,615.0703125,100.0,57.97518713656213,49.331987040726425,-274.1764619940802,-0.0,-14116747342.191782,66.6666666666702,12.825338295538396,3925100000.0,0.00033526527238839446,8949.935922556626,9837.758022755876,9708.7900390625,9755.099609375,9708.3896484375
2011-03-31,9459.9849609375,9551.696306818181,9592.525592341164,792.4296875,99.04906007214205,64.47136396270446,50.6473613109187,-265.9561788051454,-0.9509399278579356,-14128739664.183363,66.66666666667439,7.272930139694409,4112200000.0,0.00031196101225963686,9017.570078841094,9902.399843033905,9755.099609375,9708.3896484375,9718.8896484375
2011-04-01,9534.55693359375,9596.860795454546,9613.59178435868,501.6396484375,84.81991598644201,70.0604080819509,49.215459440117094,-254.80445239868348,-15.180084013557979,-14144964215.886772,66.66666666671077,8.320285507139314,3920700000.0,0.00018231860804278452,9219.53301743069,9849.580849756812,9708.3896484375,9718.8896484375,9615.5498046875
2011-04-04,9585.7708984375,9630.375834517046,9632.73685055483,110.5693359375,79.55734608894875,73.99419125902048,49.5715572277821,-241.63634862414244,-20.442653911051256,-14356980485.76692,66.66666666677163,5.562654014038613,4092500000.0,0.00013887119920808692,9342.137869899767,9829.403926975234,9718.8896484375,9615.5498046875,9584.3701171875
2011-04-05,9586.49384765625,9635.790181107954,9629.611933124404,166.080078125,59.08102292605149,74.23080365665732,46.041187003322236,-228.81504878242302,-40.91897707394851,-14203505851.368362,-66.6666666666601,0.07524199810548311,3909600000.0,3.0309263733950515e-05,9342.554746966487,9830.432948346011,9615.5498046875,9584.3701171875,9590.9296875
2011-04-06,9599.98388671875,9635.404048295455,9621.386148408603,149.3603515625,52.90290871375718,74.50211838530261,44.967571989071665,-216.81847989478715,-47.09709128624282,-14208194050.398052,-66.6666666666477,1.4275974687319695,3706300000.0,-1.6264370560924707e-05,9373.555265697603,9826.412507739897,9584.3701171875,9590.9296875,9768.080078125
2011-04-07,9615.57587890625,9633.757830255681,9615.848610061585,54.7998046875,54.20265793588136,74.72161286977271,45.26591854094059,-205.39033376953788,-45.79734206411864,-14355639401.146801,66.66666666672323,1.6525676787645747,3871700000.0,-2.5631529215338814e-05,9416.971531790741,9814.180226021757,9590.9296875,9768.080078125,9719.7001953125
2011-04-08,9638.7708984375,9661.485866477273,9643.527058800388,289.5498046875,89.30420749547207,77.56859003458918,52.92409303725862,-191.88806002535526,-10.695792504527933,-14483466572.588614,66.66666666667531,2.432330496363696,4086700000.0,0.00013415525801994255,9428.842346871565,9848.699450003436,9768.080078125,9719.7001953125,9555.259765625
2011-04-11,9662.887890625,9676.20028409091,9657.376719984408,260.6201171875,79.71795229028314,78.67594346889341,50.76861821095247,-178.0177807293319,-20.282047709716867,-14365602822.36029,66.66666666668758,2.5443809843689715,3939200000.0,5.879433284393212e-05,9478.246408853414,9847.529372396584,9719.7001953125,9555.259765625,9641.1796875
2011-04-12,9672.505859375,9656.63153409091,9638.81000100997,-153.5302734375,22.22244364605337,72.08575151550313,44.00076352936337,-166.60316592010255,-77.77755635394662,-13762516134.585407,-66.66666666666251,1.0167974761353848,3770200000.0,-0.00012121584153537643,9525.057797192761,9819.953921557239,9555.259765625,9641.1796875,9653.919921875
2011-04-13,9665.74482421875,9650.935866477274,9639.240853099065,-113.919921875,41.423018902533514,66.22805340575648,48.02336151338699,-155.72711009470885,-58.576981097466486,-13832342981.803541,66.66666666668469,-0.6963828787158383,3927600000.0,-2.5414634014750945e-05,9519.375429893096,9812.114218544402,9641.1796875,9653.919921875,9591.51953125
2011-04-14,9655.62685546875,9648.785884232955,9641.90977469469,-54.4697265625,45.5488755570033,60.878034954242615,48.63130622241055,-145.21841038804325,-54.4511244429967,-13768180932.46016,66.66666666669735,-1.0371978918878766,4080700000.0,-1.7678123018844617e-06,9521.92297855114,9789.330732386361,9653.919921875,9591.51953125,9556.650390625
2011-04-15,9643.93984375,9637.130007102272,9632.7479122502,-127.3701171875,26.495777367749273,55.045621092373345,45.72099805599256,-136.06104881414166,-73.50422263225073,-13612446385.901882,-66.66666666662637,-1.2038053829690432,3932800000.0,-5.435570249224717e-05,9510.295852453011,9777.58383504699,9591.51953125,9556.650390625,9441.0302734375
2011-04-18,9627.71591796875,9621.259197443182,9618.911999227437,-58.8994140625,14.906961526200105,48.58058263609848,44.083028257248436,-128.4396440749902,-85.0930384737999,-13557169469.166515,-66.66666666664798,-1.6693188592647834,3822700000.0,-7.381348592880272e-05,9495.01835393523,9760.41348200227,9556.650390625,9441.0302734375,9606.8203125
2011-04-19,9610.26396484375,9587.316352982954,9586.56986726563,-143.33984375,8.980394843736237,43.57051982786695,38.94296092188868,-123.58475750907573,-91.01960515626376,-13148032407.87927,-66.66666666666188,-1.8149719443491747,3691200000.0,-0.000176096819010738,9436.276128908054,9784.251800779448,9441.0302734375,9606.8203125,9685.76953125
2011-04-20,9612.508984375,9586.690234375,9590.251766399153,15.890625,50.522428964342694,43.33247185292551,48.50861145432938,-118.07898539682114,-49.477571035657306,-13450603634.884405,66.66666666667173,0.23423756635024368,3817100000.0,-5.9179886169637195e-06,9439.338104719056,9785.679864030943,9606.8203125,9685.76953125,9682.2099609375
2011-04-21,9621.99296875,9600.010333806818,9607.61863273567,-82.310546875,70.30474615090978,44.942680674428345,52.45022574412689,-111.03432576753403,-29.695253849090214,-13676429826.420082,66.66666666667523,0.9888493278561531,3935100000.0,6.628207140363825e-05,9444.26017382392,9799.725763676082,9685.76953125,9682.2099609375,9671.9599609375
2011-04-22,9613.40595703125,9610.958877840909,9621.180692408729,-37.490234375,74.78743682424684,43.49100360730582,52.24985613584446,-103.16778339724988,-25.212563175753164,-13647776653.09534,-66.6666666665776,-0.8790889970261476,3808900000.0,7.157089195419595e-05,9457.817215921139,9768.99469814136,9682.2099609375,9671.9599609375,9558.6904296875
2011-04-25,9608.63193359375,9621.605060369318,9630.413286686688,116.7001953125,77.7277939490165,43.29198777317916,51.618931798313845,-95.09233346790509,-22.272206050983506,-13693265854.792217,66.66666666670915,-0.4911698243328903,3708300000.0,6.590743383804991e-05,9463.826085390836,9753.437781796663,9671.9599609375,9558.6904296875,9691.83984375
2011-04-26,9608.975,9612.524786931817,9617.37276723229,-82.4892578125,44.72480914618705,45.54222432319253,44.95384574751646,-88.72201004990437,-55.27519085381295,-13494717058.847984,-66.6666666666595,0.03590340970992539,3608000000.0,-5.2330836860851825e-05,9464.661143787154,9753.288856212846,9558.6904296875,9691.83984375,9849.740234375
2011-04-27,9614.041015625,9627.59112215909,9630.912235690055,37.919921875,83.52013248085771,49.75193568102495,52.89756291491963,-81.63986732350173,-16.47986751914229,-13780751453.472198,66.66666666667444,0.5254559907817298,3723900000.0,8.09220888475088e-05,9462.200285875475,9765.881745374525,9691.83984375,9849.740234375,10004.2001953125
2011-04-28,9633.623046875,9670.445525568182,9670.699144541864,258.220703125,100.0,55.19704812532463,60.4231363810364,-71.98692667704782,-0.0,-13986664625.231945,66.6666666666727,2.0284020800326616,3882000000.0,0.00022433635450382826,9426.00006827765,9841.24602547235,9849.740234375,10004.2001953125,9859.2001953125
2011-05-02,9674.89111328125,9737.823188920454,9731.335699227435,447.5498046875,97.83276499503967,62.33074688805366,66.27895312736058,-58.76661352696527,-2.1672350049603333,-14386839441.525587,66.66666666667066,4.30255772005625,4009800000.0,0.0003403749749484927,9374.03072242124,9975.75150414126,10004.2001953125,9859.2001953125,9794.3798828125
2011-05-06,9705.14609375,9771.333931107954,9754.58378942472,418.169921875,74.15076223256467,68.25512695869011,57.417588211681505,-45.88456482068483,-25.849237767435334,-13891412539.914,-66.66666666666171,3.165856155879669,3877400000.0,0.00015873444879073938,9397.16702448431,10013.12516301569,9859.2001953125,9794.3798828125,9818.759765625
2011-05-09,9740.4810546875,9787.558256392045,9761.819442767952,187.5595703125,55.212679193199286,72.87835539363643,53.84200558231688,-34.69168747846172,-44.787320806800714,-13851405190.280394,-66.66666666662951,3.7427017935654243,3766700000.0,5.5334872910678415e-05,9485.257485485135,9995.704623889864,9794.3798828125,9818.759765625,9864.259765625
