Date,sma10,wma10,ema10,mom,stck%,stcd%,rsi,macd,r,ad,cci,roc,obv,ris,lband,hband,t_n
2010-05-25,10117.546875,9949.32587002841,10041.662852836778,-934.140625,2.3048560102599978,13.22861291299545,16.459659196951037,-314.9970078806309,-97.69514398974,3049241682.3791437,-146.0796027958758,-9.136498512423733,2492000000.0,-0.0006500164859008869,9435.525895034521,10799.567854965479,9522.66015625
2010-05-26,10030.40986328125,9841.1646484375,9947.298726184636,-1097.8896484375,7.509100566113508,12.549696714879135,20.234194599953696,-339.03385327771866,-92.4908994338865,2978478449.4529634,-105.02577971633386,-8.383370976072033,2680100000.0,-0.0005062103283436008,9291.654127410864,10769.165599151635,9639.7197265625
2010-05-27,9932.32685546875,9770.130078125,9891.375271707882,-822.7900390625,21.137115611651865,10.864452729136366,13.786964071441759,-344.6644205208486,-78.86288438834814,3150116554.2414284,-81.33462395901401,-9.235210004778656,2855200000.0,-0.00029460078505686663,9277.32427181757,10587.329439119929,9762.98046875
2010-05-28,9862.37392578125,9739.339825994319,9868.030762079175,-472.779296875,39.06446157517405,12.624857257650127,23.492048924684227,-335.3152681804677,-60.93553842482596,3152693493.8112154,-25.619416657815517,-6.686056333952795,3019500000.0,-0.00010078045892320686,9306.956562628617,10417.791288933884,9768.7001953125
2010-05-31,9815.66796875,9722.308238636364,9849.970659030689,-473.939453125,39.67214135272818,15.762930680785374,28.739877116259464,-323.71290262469483,-60.327858647271825,3125960018.0573635,-11.966904930316126,-4.563018095452352,3140900000.0,-4.78497984926045e-05,9318.168446583157,10313.167490916843,9711.830078125
2010-06-01,9762.58701171875,9703.42862215909,9824.85418977511,-475.009765625,39.98990804974912,18.859137682849894,26.8897859085896,-315.4703417782948,-60.01009195025088,3148283757.2136126,-23.9033942568544,-5.182351313057023,3030500000.0,-5.199127396541753e-05,9353.164956293636,10172.009067143863,9603.240234375
2010-06-02,9704.22705078125,9674.456480823863,9784.560743338725,-427.0693359375,27.133016651291275,19.774481237490164,25.70806064794114,-314.07982902936965,-72.86698334870873,3057031450.94055,-37.757696888060174,-5.728956362586379,2872100000.0,-0.00010406477082388539,9400.643040511728,10007.811061050772,9914.1904296875
2010-06-03,9692.61513671875,9712.631640625,9808.12977722032,129.650390625,98.85894914667703,29.18313235380881,45.71718571708486,-284.6059948674829,-1.1410508533229642,3189045537.800238,117.8313594415139,-1.1576825202752166,3014700000.0,0.0002286021778883503,9434.30170409533,9950.928569342172,9901.1904296875
2010-06-04,9704.28017578125,9750.554421164772,9825.049895850716,142.7900390625,89.20362089124067,37.17485006565691,55.19429128037432,-259.3076234316177,-10.796379108759327,3153172489.7848334,125.20845829097675,1.1921908455512518,2894400000.0,0.00020291072633874901,9421.078969931388,9987.481381631113,9520.7998046875
2010-06-07,9680.5201171875,9717.194353693181,9769.731697457402,60.91015625,22.13069165083919,38.70038615057249,41.95731379576391,-266.8764407005947,-77.86930834916082,3030248109.3585205,-59.53839604216655,-2.434831288187001,2746000000.0,-0.00016499145765568998,9380.121746642513,9980.918487732486,9537.9404296875
2010-06-08,9688.3251953125,9691.270774147728,9727.587830590148,15.2802734375,25.15303724035327,40.985204273581815,53.26366940258891,-268.3977554759949,-74.84696275964673,3075545880.09375,-93.9381159291318,0.8250707370872105,2875600000.0,-0.00015522266500484587,9407.868479460238,9968.781911164762,9439.1298828125
2010-06-09,9679.97216796875,9645.962535511364,9675.140930994212,-200.58984375,10.424600056836228,41.27675422265409,46.60940020850593,-274.4133277091332,-89.57539994316377,3091192079.9655356,-124.87657977883042,-0.8771737315720192,2734000000.0,-0.00024880472895697224,9376.264682639247,9983.679653298253,9542.650390625
2010-06-10,9670.265234375,9620.994939630682,9651.051741836172,-220.330078125,28.14496581468046,41.97753924295695,46.01604340231712,-267.74111926049045,-71.85503418531954,3204653822.139863,-81.10911374806449,-1.006972595583074,2850500000.0,-0.00013196622911268837,9356.01033305528,9984.52013569472,9705.25
2010-06-11,9664.4921875,9627.355806107955,9660.905970593232,-63.4501953125,55.97833536717876,43.66892662215742,47.70472148063247,-246.491515662432,-44.02166463282125,3136736001.3550196,25.32516708537624,-0.5913201294910662,3072900000.0,4.2172740904810216e-05,9355.180114701618,9973.804260298382,9879.849609375
2010-06-14,9675.60712890625,9666.511700994319,9700.71390491719,168.01953125,85.86583306865482,48.28829579375009,53.89595586246934,-213.10577174614627,-14.13416693134518,3227141304.075573,90.69879007017126,1.1378117030946955,3170200000.0,0.0002110900925881627,9344.869174031493,10006.345083781005,9887.8896484375
2010-06-15,9693.2130859375,9705.108522727272,9734.745858284517,284.6494140625,87.24210561508501,53.01351555028367,56.38989016130233,-183.87892343357453,-12.757894384914996,3271985627.787173,79.76148142670219,1.812836189433111,3271900000.0,0.00020083800982610112,9338.743873844025,10047.682298030973,10067.150390625
