Date,Unnamed 0,sma5,Unnamed 1,Close,Close,Close,Close,Close,Close,t_n
2007-02-07,975336100.0,6880.47197265625,0.732895978230479,75.0,100.04180634915915,100.026428996647,100.01629276938961,100.03406075040537,100.0654213794085,6876.72998046875
2007-02-08,839611300.0,6885.56201171875,-0.04532551712821901,66.66666666666666,100.00840624172803,99.99629838255524,100.00147890762098,100.00086830073033,99.93631522205214,6911.10986328125
2007-02-09,962227400.0,6890.63203125,0.30900482657483114,75.0,100.00832674069059,100.01521922402374,100.0193922582309,99.99637769764209,100.05644017323205,6859.4501953125
2007-02-12,855430600.0,6887.71005859375,-0.37738883687267,75.0,99.995202079956,99.99332756959444,99.96929629965642,99.98578683845857,99.91513350368508,6895.33984375
2007-02-13,968961200.0,6891.63798828125,0.09229454487604735,75.0,100.00647747599118,99.99174150013684,100.01021692616509,99.9871053026316,100.05907710157813,6961.18017578125
2007-02-14,1124297300.0,6900.76201171875,0.8394887138945522,75.0,100.01489711664556,100.03454259029394,100.02724339598122,100.0832983421293,100.10751958268045,6958.6201171875
2007-02-15,990488800.0,6917.1400390625,0.6977172493683894,66.66666666666666,100.026802640373,100.01939325715824,100.05414650831597,100.05168121168487,99.99584284068929,6957.06982421875
2007-02-16,867278700.0,6926.33203125,0.48058645508565584,58.333333333333336,100.01501094643771,100.03998030712587,100.03361470897511,99.99666227212244,99.99748170355558,6987.080078125
2007-02-19,960554300.0,6951.8580078125,0.7298160219758981,58.333333333333336,100.04171433994682,100.03737364953898,100.01399167182514,100.02306608739308,100.04865047123057,6982.91015625
2007-02-20,838861200.0,6969.3720703125,0.37195150581672837,58.333333333333336,100.02855008302683,100.00880770811342,100.01312933058813,100.02095314410441,99.99325581697825,6941.66015625
2007-02-21,713861200.0,6965.46806640625,-0.33157328526765106,50.0,99.9936586436173,99.9931125943493,99.99165622461389,99.96315910130554,99.93306238563281,6973.72998046875
