Date,Unnamed 0,sma5,Unnamed 1,Close,Close,Close,Close,Close,Close,t_n
2007-02-07,380500000.0,17422.11796875,-0.7082586765355967,58.333333333333336,99.98926017049038,99.96660836113011,99.95010589511946,99.98448993603387,99.93239004311292,17292.48046875
2007-02-08,522200000.0,17376.7140625,-0.6208509941899607,58.333333333333336,99.97330567156106,99.96260314966081,99.98969159511752,99.9662424781989,100.00009491328485,17504.330078125
2007-02-09,681700000.0,17368.158203125,0.6112586571214392,66.66666666666666,99.99503947320224,100.02346488818014,100.01908990792192,100.06243984032642,100.124784767368,17621.44921875
2007-02-13,851600000.0,17423.487890625,1.2123568049886218,75.0,100.03242276691533,100.03138100140546,100.06437798750297,100.09651952461202,100.06825428185604,17752.640625
2007-02-14,1016500000.0,17492.644140625,1.5693357634979934,75.0,100.04027817501432,100.06725020798967,100.0896353062246,100.07206057565291,100.07586686944978,17897.23046875
2007-02-15,1167900000.0,17613.626171875,1.9200104195880692,75.0,100.07038124967808,100.08795283377637,100.07567552257916,100.07938614294072,100.08290541643166,17875.650390625
2007-02-16,1030300000.0,17730.26015625,1.236619156209322,75.0,100.0678981011431,100.05367643458686,100.0488171521638,100.03529229352083,99.98767917061,17940.08984375
2007-02-19,1167200000.0,17817.412109375,0.9842712730815424,75.0,100.05029140739629,100.04580068878136,100.03577862855855,100.01221523462199,100.03675129863399,17939.119140625
2007-02-20,1014900000.0,17880.94609375,0.5685853293342212,66.66666666666666,100.03653006476047,100.02669586358815,100.00795934597365,100.01809943365548,99.99944756867697,17913.2109375
2007-02-21,803700000.0,17913.06015625,0.15032362402416719,66.66666666666666,100.01840556927105,100.00228060748091,100.00714775310456,99.99234598033985,99.98524439200271,18108.7890625
2007-02-22,986900000.0,17955.371875,0.9088951043562556,66.66666666666666,100.02400072701994,100.03308111612243,100.03185772195191,100.04806279858938,100.11088120517606,18188.419921875
2007-02-23,1180300000.0,18017.92578125,1.0792731162866862,75.0,100.03541562982262,100.03508171261979,100.04695976060073,100.07781744489974,100.04475368462342,18215.349609375
2007-02-26,1375200000.0,18072.977734375,0.911425452600577,75.0,100.03108212927432,100.03899076942366,100.05690622856396,100.02991874025793,100.01508379589245,18119.919921875
2007-02-27,1177300000.0,18109.137890625,0.2163537370277619,66.66666666666666,100.02048368215567,100.0292935046939,100.00209760453318,99.98076956448807,99.9464553330837,17604.119140625
2007-02-28,927000000.0,18047.31953125,-2.334811113244928,58.333333333333336,99.96452679692752,99.92793819486538,99.88899969827936,99.82595764947283,99.70545996586195,17453.509765625
2007-03-01,704700000.0,17916.263671875,-2.7570302409429175,50.0,99.92477229508381,99.89477694769892,99.85467466496773,99.80878433090973,99.91210869595753,17217.9296875
2007-03-02,506600000.0,17722.165625,-3.269376878330161,41.66666666666667,99.88799503072767,99.85622283943647,99.82614534155407,99.88648802940011,99.8608673628427,16642.25
2007-03-05,295700000.0,17407.545703125,-5.130090464990855,41.66666666666667,99.81524760697599,99.78244567544907,99.80810757864477,99.75610701998838,99.65134667713407,16844.5
2007-03-06,505700000.0,17152.46171875,-2.7100193708316205,41.66666666666667,99.85081235179129,99.88715044827362,99.87883103237897,99.88781286714712,100.12427905716017,16764.619140625
2007-03-07,288300000.0,16984.56171875,-1.8914181215388404,41.66666666666667,99.89995126777221,99.89691191072588,99.90892676002028,100.03771680146338,99.95115454576658,17090.310546875
2007-03-08,467600000.0,16911.921875,0.5183099439358644,50.0,99.95709147939743,99.98114750853613,100.09108111900348,100.07448214992513,100.19780975408368,17164.0390625
2007-03-09,699200000.0,16901.14375,1.2392260372714772,50.0,99.9937516962079,100.07935295097634,100.06437758224841,100.12098910048931,100.04416844689494,17292.390625
2007-03-12,829200000.0,17031.171875,1.9216804585178475,50.0,100.078763748833,100.06738492175121,100.10612838041276,100.06028769357728,100.07640694025962,17178.83984375
2007-03-13,694000000.0,17098.03984375,0.7214951032119901,41.66666666666667,100.04040484880613,100.06271742456602,100.01768664806013,100.00444574864272,99.93248455702583,16676.890625
2007-03-14,530300000.0,17080.494140625,-2.0610806248572273,41.66666666666667,99.98935330620188,99.93723919423144,99.90159611001026,99.81419069488558,99.69589683274535,16860.390625
2007-03-15,695200000.0,17034.51015625,-1.0761654464115171,50.0,99.97230401399995,99.95433790577619,99.91364822761504,99.90423006290965,100.11256329307396,16744.150390625
2007-03-16,521900000.0,16950.532421875,-1.424495506066916,50.0,99.94925404699981,99.91746582368485,99.91245957923786,100.02074095248412,99.92891861189428,17009.55078125
2007-03-19,652700000.0,16893.964453125,0.2899817019429011,58.333333333333336,99.9663114346387,99.97476815404193,100.06772526114078,100.0453062451742,100.16169387845413,17163.19921875
2007-03-20,782100000.0,16890.836328125,1.324543744212072,66.66666666666666,99.998276744519,100.07387172246241,100.06097453225857,100.12700249244071,100.09231110642729,17419.19921875
2007-03-22,928600000.0,17039.298046875,2.5932333165341217,66.66666666666666,100.0894659854202,100.08369165850678,100.13528267404426,100.12207707183933,100.15184303725138,17480.609375
2007-03-23,1057100000.0,17163.341796875,2.1490250981179218,75.0,100.07416092801232,100.11047150704181,100.0933973832377,100.0939405216429,100.03603800603445,17521.9609375
2007-03-26,1149000000.0,17318.90390625,1.7351642947220092,75.0,100.0932145705514,100.07609474357572,100.07068928929186,100.03011241531212,100.02418682458978,17365.05078125
2007-03-27,1023300000.0,17390.00390625,0.22194625690201028,66.66666666666666,100.04246375765459,100.03000192046142,99.98938821486475,99.96606331927991,99.90793981397005,17254.73046875
2007-03-28,870300000.0,17408.31015625,-0.6490751981075649,58.333333333333336,100.01094451057489,99.97571987890576,99.95561383652955,99.92132734249942,99.9347148710288,17263.939453125
2007-03-29,1015000000.0,17377.258203125,-0.6920570662224816,66.66666666666666,99.98166974096586,99.96807767469872,99.94937462473501,99.97009203011751,100.00546918920621,17287.650390625
2007-03-30,1130300000.0,17338.66640625,-0.43008746376674223,75.0,99.97727567433681,99.96554788677355,99.98475057770806,100.00976843104769,100.01406767288915,17028.41015625
2007-04-02,976400000.0,17239.95625,-1.495618196612737,66.66666666666666,99.94146956130174,99.94985199813468,99.95489770716996,99.92961196615184,99.84515625941454,17244.05078125
2007-04-03,1128400000.0,17215.75625,0.019791084541237108,75.0,99.9857145738679,99.99846449957766,99.99612960303482,99.98716056810765,100.12916487680077,17544.08984375
2007-04-04,1278800000.0,17273.628125,1.584271842134875,75.0,100.0341371291391,100.04130411412231,100.05038292786669,100.15299626209278,100.1768276473848,17491.419921875
2007-04-05,1146000000.0,17319.12421875,1.0484918082081807,66.66666666666666,100.02688996282703,100.03009553531149,100.09174196061049,100.07303050251534,99.96923335764589,17484.779296875
2007-04-06,1025000000.0,17358.55,0.7958034245798372,58.333333333333336,100.02329906228098,100.06783476299762,100.04739139172989,99.98267326390246,99.996113170159,17743.759765625
2007-04-09,1149500000.0,17501.619921875,1.8424652137738962,58.333333333333336,100.0843691802886,100.07317025616055,100.03861779241915,100.07331000980577,100.15050684945253,17664.689453125
2007-04-10,1018200000.0,17585.74765625,0.7752458250065791,50.0,100.0494064277882,100.01755112288907,100.03365704463677,100.05242898187566,99.95435111429882,17670.0703125
2007-04-11,1132000000.0,17610.94375,0.3992595057317213,58.333333333333336,100.01466377303018,100.02602137687623,100.03599077911531,99.9787327439467,100.00311437359457,17540.419921875
2007-04-12,1009800000.0,17620.74375,-0.3339350135433005,58.333333333333336,100.00575653192224,100.00816737236306,99.9607208799999,99.96390576285044,99.92469715210632,17363.94921875
2007-04-13,875800000.0,17596.577734375,-1.2174087860086498,50.0,99.98583909191157,99.94467215252632,99.9414458319355,99.91061156110595,99.8965259701056,17628.30078125
2007-04-16,987700000.0,17573.4859375,0.15018790641061125,50.0,99.98669285867808,99.99477829477291,99.99199960183235,100.02565082669538,100.15477568328517,17527.44921875
2007-04-17,862500000.0,17546.037890625,-0.21840111790892452,50.0,99.98408636175083,99.97932935878988,99.9975400943511,100.04804715647383,99.94131862966249,17667.330078125
2007-04-18,982400000.0,17545.48984375,0.5754034252392379,50.0,99.99973320575769,100.01849221917055,100.05914763552555,100.01133361164572,100.08134859362896,17371.970703125
2007-04-19,839800000.0,17511.8,-0.8254999920741037,41.66666666666667,99.98031513117631,100.001262421444,99.95009133416359,99.95447768641415,99.82760677919936,17452.619140625
2007-04-20,963300000.0,17529.533984375,-0.2817824344549373,50.0,100.01049859153377,99.97442931859591,99.98546621490705,99.93752502554611,100.04744327189287,17455.369140625
2007-04-23,1087000000.0,17494.94765625,-0.3528196920447566,58.333333333333336,99.97986607821636,99.98950294035483,99.95888772259678,100.0245281942955,100.00161311669812,17451.76953125
2007-04-24,971000000.0,17479.81171875,-0.20575413163066644,50.0,99.99118005136332,99.9686379157969,100.01564829466274,99.99975080604767,99.99788849539723,17236.16015625
2007-04-25,855900000.0,17393.577734375,-1.1642904053277952,50.0,99.94945463947923,99.97991660454917,99.95740771543461,99.93530501480285,99.87272153420848,17429.169921875
2007-04-26,985800000.0,17405.017578125,0.17046547086399816,50.0,100.00676463515838,99.99659497597476,99.9949222624003,99.99343914590183,100.11415675759518,17400.41015625
2007-04-27,832000000.0,17394.57578125,-0.02206080871614926,50.0,99.99389389282022,99.99196408685074,99.98998928400191,100.04862315889862,99.98308956020206,17274.98046875
2007-05-01,711700000.0,17358.498046875,-0.5736103993742147,50.0,99.97875284554786,99.97396893308552,100.00771806604455,99.95449872026921,99.92590788033637,17394.919921875
2007-05-02,825200000.0,17347.128125,0.17479019271799762,50.0,99.99335769384764,100.02351673375745,99.9933033924782,99.99841030861626,100.07091273689616,17669.830078125
2007-05-07,974700000.0,17433.862109375,1.5454264558731576,58.333333333333336,100.05093254231703,100.03512648849748,100.05247213126262,100.11575425672575,100.16059577655534,17656.83984375
2007-05-08,822200000.0,17479.39609375,1.0635596821217441,50.0,100.02659717434922,100.037474077886,100.07466281040256,100.07653784715573,99.99247991775613,17748.119140625
2007-05-09,989200000.0,17548.937890625,1.2778676698834879,58.333333333333336,100.04052507596779,100.06917937487565,100.06860158753545,100.02260449302553,100.05272906829492,17736.9609375
2007-05-10,823800000.0,17641.333984375,0.8912595042772938,50.0,100.05405794541142,100.04984424754021,100.01292707120183,100.0231506479247,99.99357222755447,17553.720703125
2007-05-11,666300000.0,17673.094140625,-0.41420649419050193,41.66666666666667,100.01864614993517,99.98315874328011,99.98005168512145,99.94371299353473,99.893853759515,17677.939453125
2007-05-14,817600000.0,17674.716015625,0.02284589156866096,50.0,100.0009576812611,100.00307712213734,99.98652647341817,99.98300359635,100.07215343318501,17512.98046875
2007-05-15,681500000.0,17645.944140625,-0.7637208444569306,50.0,99.98328974099773,99.96592990917345,99.95671580304645,99.98814682481216,99.90414021643933,17529.0
